YPT,XPT,ZPT,DENSITY,MO_PCT,CU_PCT,ROCK
8424560,685240,3416,2.47,0.0,0.0,100
8424560,685240,3424,2.47,0.0,0.0,100
8424560,685240,3432,2.47,0.0,0.0,100
8424560,685240,3440,2.47,0.0,0.0,100
8424560,685240,3448,2.47,0.0,0.0,100
8424560,685240,3456,2.47,0.0,0.0,100
8424560,685240,3464,2.47,0.0,0.0,100
8424560,685240,3472,2.47,0.0,0.0,100
8424560,685240,3480,2.47,0.0,0.0,100
8424560,685240,3488,2.47,0.0,0.0,100
8424560,685240,3496,2.47,0.0,0.0,100
8424560,685240,3504,2.47,0.0,0.0,100
8424560,685240,3512,2.47,0.0,0.0,100
8424560,685240,3520,2.47,0.0,0.0,100
8423900,685240,3320,2.47,0.0,0.0,100
8423900,685240,3328,2.47,0.0,0.0,100
8423900,685240,3336,2.47,0.0,0.0,100
8423900,685240,3344,2.47,0.0,0.0,100
8423900,685240,3352,2.47,0.0,0.0,100
8423900,685240,3360,2.47,0.0,0.0,100
8423900,685240,3368,2.47,0.0,0.0,100
8423900,685240,3376,2.47,0.0,0.0,100
8423900,685240,3384,2.47,0.0,0.0,100
8423900,685240,3392,2.47,0.0,0.0,100
8423900,685240,3400,2.47,0.0,0.0,100
8423900,685240,3408,2.47,0.0,0.0,100
8423900,685240,3416,2.47,0.0,0.0,100
8423900,685240,3424,2.47,0.0,0.0,100
8423900,685240,3432,2.47,0.0,0.0,100
8423900,685240,3440,2.47,0.0,0.0,100
8423900,685240,3448,2.47,0.0,0.0,100
8423900,685240,3456,2.47,0.0,0.0,100
8423900,685240,3464,2.47,0.0,0.0,100
8423900,685240,3472,2.47,0.0,0.0,100
8423900,685240,3480,2.47,0.0,0.0,100
8423900,685240,3488,2.47,0.0,0.0,100
8423900,685240,3496,2.47,0.0,0.0,100
8423900,685240,3504,2.47,0.0,0.0,100
8423900,685240,3512,2.47,0.0,0.0,100
8423900,685240,3520,2.47,0.0,0.0,100
8423900,685240,3528,2.47,0.0,0.0,100
8423900,685240,3536,2.47,0.0,0.0,100
8423900,685240,3544,2.47,0.0,0.0,100
8423900,685240,3552,2.47,0.0,0.0,100
8424005,686050,3320,2.31,0.0,0.0,400
8424005,686050,3328,2.31,0.0,0.0,400
8424005,686050,3336,2.31,0.0,0.0,400
8424005,686050,3344,2.31,0.0,0.0,400
8424005,686050,3352,2.31,0.0,0.0,400
8424005,686050,3360,2.31,0.0,0.0,400
8424005,686050,3368,2.31,0.0,0.0,400
8424005,686050,3376,2.31,0.0,0.0,400
8424005,686050,3384,2.31,0.0,0.0,400
8424005,686050,3392,2.31,0.0,0.0,400
8424005,686050,3400,2.31,0.0,0.0,400
8424005,686050,3408,2.31,0.0,0.0,400
8424005,686050,3416,2.31,0.0,0.0,400
8424005,686050,3424,2.31,0.0,0.0,400
8424005,686050,3432,2.31,0.0,0.0,400
8424005,686050,3440,2.31,0.0,0.0,400
8424005,686050,3448,2.31,0.0,0.0,400
8424005,686050,3456,2.31,0.0,0.0,400
8424005,686050,3464,2.31,0.0,0.0,400
8424005,686050,3472,2.31,0.0,0.0,400
8424005,686050,3480,2.31,0.0,0.0,400
8424005,686050,3488,2.31,0.0,0.0,400
8424005,686050,3496,2.31,0.0,0.0,400
8424005,686050,3504,2.31,0.0,0.0,400
8424005,686050,3512,2.31,0.0,0.0,300
8424005,686050,3520,2.31,0.0,0.0,300
8424005,686050,3528,2.31,0.0,0.0,300
8424005,686050,3536,2.31,0.0,0.0,300
8423315,685405,3320,2.47,0.0,0.0,500
8423315,685405,3328,2.47,0.0,0.0,500
8423315,685405,3336,2.47,0.0,0.0,500
8423315,685405,3344,2.47,0.0,0.0,500
8423315,685405,3352,2.47,0.0,0.0,500
8423315,685405,3360,2.47,0.0,0.0,500
8423315,685405,3368,2.47,0.0,0.0,500
8423315,685405,3376,2.47,0.0,0.0,500
8423315,685405,3384,2.47,0.0,0.0,500
8423315,685405,3392,2.47,0.0,0.0,500
8423315,685405,3400,2.47,0.0,0.0,500
8423315,685405,3408,2.31,0.004,0.0,400
8423315,685405,3416,2.31,0.004,0.009,400
8423315,685405,3424,2.31,0.004,0.009,400
8423315,685405,3432,2.31,0.004,0.009,400
8423315,685405,3440,2.31,0.003,0.009,400
8423315,685405,3448,2.31,0.003,0.009,400
8423315,685405,3456,2.31,0.003,0.009,400
8423315,685405,3464,2.31,0.003,0.009,400
8423315,685405,3472,2.31,0.003,0.0,400
8423315,685405,3480,2.47,0.0,0.0,100
8424395,686545,3320,2.47,0.0,0.0,100
8424395,686545,3328,2.47,0.0,0.0,100
8424395,686545,3336,2.47,0.0,0.0,100
8424395,686545,3344,2.47,0.0,0.0,100
8424395,686545,3352,2.47,0.0,0.0,100
8424395,686545,3360,2.47,0.0,0.0,100
8424395,686545,3368,2.47,0.0,0.0,100
8424395,686545,3376,2.47,0.0,0.0,100
8424395,686545,3384,2.47,0.0,0.0,100
8424395,686545,3392,2.47,0.0,0.0,100
8424395,686545,3400,2.47,0.0,0.0,100
8424395,686545,3408,2.47,0.0,0.0,100
8424395,686545,3416,2.47,0.0,0.0,100
8424395,686545,3424,2.47,0.0,0.0,100
8424395,686545,3432,2.47,0.0,0.0,100
8424395,686545,3440,2.47,0.0,0.0,100
8424395,686545,3448,2.47,0.0,0.0,100
8424395,686545,3456,2.47,0.0,0.0,100
8424395,686545,3464,2.47,0.0,0.0,100
8424395,686545,3472,2.47,0.0,0.0,100
8424395,686545,3480,2.47,0.0,0.0,100
8424395,686545,3488,2.47,0.0,0.0,100
8424395,686545,3496,2.47,0.0,0.0,100
8424395,686545,3504,2.47,0.0,0.0,100
8424395,686545,3512,2.47,0.0,0.0,100
8424395,686545,3520,2.47,0.0,0.0,100
8424395,686545,3528,2.47,0.0,0.0,100
8424395,686545,3536,2.47,0.0,0.0,100
8424395,686545,3544,2.47,0.0,0.0,100
8424395,686545,3552,2.47,0.0,0.0,100
8424395,686545,3560,2.47,0.0,0.0,100
8424395,686545,3568,2.47,0.0,0.0,100
8424395,686545,3576,2.47,0.0,0.0,100
8424395,686545,3584,2.47,0.0,0.0,100
8424395,686545,3592,2.47,0.0,0.0,100
8424395,686545,3600,2.47,0.0,0.0,100
8424395,686545,3608,2.47,0.0,0.0,100
8424395,686545,3616,2.47,0.0,0.0,100
8424395,686545,3624,2.47,0.0,0.0,100
8424395,686545,3632,2.47,0.0,0.0,100
8424395,686545,3640,2.47,0.0,0.0,100
8424395,686545,3648,2.47,0.0,0.0,100
8424395,686545,3656,2.47,0.0,0.0,100
8424395,686545,3664,2.47,0.0,0.0,100
8424395,686545,3672,2.47,0.0,0.0,100
8424395,686545,3680,2.47,0.0,0.0,100
8424395,686545,3688,2.47,0.0,0.0,100
8424395,686545,3696,2.47,0.0,0.0,100
8424395,686545,3704,2.47,0.0,0.0,100
8424395,686545,3712,2.47,0.0,0.0,100
8424395,686545,3720,2.47,0.0,0.0,100
8424395,686545,3728,2.47,0.0,0.0,100
8424395,686545,3736,2.47,0.0,0.0,100
8424395,686545,3744,2.47,0.0,0.0,100
8424395,686545,3752,2.47,0.0,0.0,100
8424395,686545,3760,2.47,0.0,0.0,100
8423615,685495,3320,2.47,0.0,0.0,500
8423615,685495,3328,2.47,0.0,0.0,500
8423615,685495,3336,2.47,0.0,0.0,500
8423615,685495,3344,2.47,0.0,0.0,500
8423615,685495,3352,2.47,0.0,0.0,500
8423615,685495,3360,2.47,0.0,0.0,500
8423615,685495,3368,2.31,0.004,0.0,400
8423615,685495,3376,2.31,0.004,0.105,400
8423615,685495,3384,2.31,0.005,0.101,400
8423615,685495,3392,2.31,0.007,0.109,400
8423615,685495,3400,2.31,0.009,0.177,400
8423615,685495,3408,2.31,0.01,0.181,400
8423615,685495,3416,2.31,0.009,0.205,400
8423615,685495,3424,2.31,0.009,0.209,400
8423615,685495,3432,2.31,0.012,0.213,400
8423615,685495,3440,2.31,0.012,0.227,400
8423615,685495,3448,2.47,0.0,0.0,200
8423615,685495,3456,2.47,0.0,0.0,200
8423615,685495,3464,2.47,0.0,0.0,200
8423615,685495,3472,2.47,0.0,0.0,100
8423615,685495,3480,2.47,0.0,0.0,100
8423615,685495,3488,2.47,0.0,0.0,100
8423615,685495,3496,2.47,0.0,0.0,100
8423615,685495,3504,2.47,0.0,0.0,100
8423615,685495,3512,2.47,0.0,0.0,100
8423615,685495,3520,2.47,0.0,0.0,100
8423615,685495,3528,2.47,0.0,0.0,100
8423615,685495,3536,2.47,0.0,0.0,100
8423615,685495,3544,2.47,0.0,0.0,100
8423615,685495,3552,2.47,0.0,0.0,100
8423615,685495,3560,2.47,0.0,0.0,100
8423615,685495,3568,2.47,0.0,0.0,100
8423615,685495,3576,2.47,0.0,0.0,100
8423615,685495,3584,2.47,0.0,0.0,100
8423615,685495,3592,2.47,0.0,0.0,100
8423375,685750,3320,2.47,0.0,0.0,500
8423375,685750,3328,2.47,0.0,0.0,500
8423375,685750,3336,2.47,0.0,0.0,500
8423375,685750,3344,2.47,0.0,0.0,500
8423375,685750,3352,2.47,0.0,0.0,500
8423375,685750,3360,2.47,0.0,0.0,500
8423375,685750,3368,2.47,0.0,0.0,500
8423375,685750,3376,2.47,0.0,0.0,500
8423375,685750,3384,2.47,0.0,0.0,500
8423375,685750,3392,2.47,0.0,0.0,500
8423375,685750,3400,2.47,0.0,0.0,500
8423375,685750,3408,2.47,0.0,0.0,500
8423375,685750,3416,2.47,0.0,0.0,500
8423375,685750,3424,2.47,0.0,0.0,500
8423375,685750,3432,2.47,0.0,0.0,500
8423375,685750,3440,2.47,0.0,0.0,500
8423810,685390,3320,2.47,0.0,0.0,500
8423810,685390,3328,2.47,0.0,0.0,500
8423810,685390,3336,2.47,0.007,0.057,500
8423810,685390,3344,2.47,0.007,0.068,500
8423810,685390,3352,2.47,0.007,0.068,500
8423810,685390,3360,2.31,0.007,0.069,400
8423810,685390,3368,2.31,0.006,0.072,400
8423810,685390,3376,2.31,0.006,0.067,400
8423810,685390,3384,2.31,0.007,0.086,400
8423810,685390,3392,2.31,0.007,0.088,400
8423810,685390,3400,2.31,0.007,0.086,400
8423810,685390,3408,2.31,0.009,0.103,400
8423810,685390,3416,2.31,0.019,0.115,400
8423810,685390,3424,2.31,0.026,0.18,400
8423810,685390,3432,2.31,0.032,0.207,400
8423810,685390,3440,2.31,0.033,0.28,400
8423810,685390,3448,2.47,0.0,0.0,200
8423810,685390,3456,2.47,0.0,0.0,200
8423810,685390,3464,2.47,0.0,0.0,200
8423810,685390,3472,2.47,0.0,0.0,200
8423810,685390,3480,2.47,0.0,0.0,100
8423810,685390,3488,2.47,0.0,0.0,100
8423810,685390,3496,2.47,0.0,0.0,100
8423810,685390,3504,2.47,0.0,0.0,100
8423810,685390,3512,2.47,0.0,0.0,100
8423810,685390,3520,2.47,0.0,0.0,100
8423810,685390,3528,2.47,0.0,0.0,100
8423810,685390,3536,2.47,0.0,0.0,100
8423810,685390,3544,2.47,0.0,0.0,100
8423810,685390,3552,2.47,0.0,0.0,100
8423810,685390,3560,2.47,0.0,0.0,100
8423810,685390,3568,2.47,0.0,0.0,100
8423810,685390,3576,2.47,0.0,0.0,100
8423810,685390,3584,2.47,0.0,0.0,100
8423810,685390,3592,2.47,0.0,0.0,100
8423300,685255,3320,2.47,0.0,0.0,100
8423300,685255,3328,2.47,0.0,0.0,100
8423300,685255,3336,2.47,0.0,0.0,100
8423300,685255,3344,2.47,0.0,0.0,100
8423300,685255,3352,2.47,0.0,0.0,100
8423300,685255,3360,2.47,0.0,0.0,100
8423300,685255,3368,2.47,0.0,0.0,100
8423300,685255,3376,2.47,0.0,0.0,100
8423300,685255,3384,2.47,0.0,0.0,100
8423300,685255,3392,2.47,0.0,0.0,100
8423300,685255,3400,2.47,0.0,0.0,100
8423300,685255,3408,2.47,0.0,0.0,100
8423300,685255,3416,2.47,0.0,0.0,100
8423300,685255,3424,2.47,0.0,0.0,100
8423300,685255,3432,2.47,0.0,0.0,100
8423300,685255,3440,2.47,0.0,0.0,100
8423300,685255,3448,2.47,0.0,0.0,100
8423300,685255,3456,2.47,0.0,0.0,100
8423765,686410,3320,2.47,0.0,0.0,100
8423765,686410,3328,2.47,0.0,0.0,100
8423765,686410,3336,2.47,0.0,0.0,100
8423765,686410,3344,2.47,0.0,0.0,100
8423765,686410,3352,2.47,0.0,0.0,100
8423765,686410,3360,2.47,0.0,0.0,100
8423765,686410,3368,2.47,0.0,0.0,100
8423765,686410,3376,2.47,0.0,0.0,100
8423765,686410,3384,2.47,0.0,0.0,100
8423765,686410,3392,2.47,0.0,0.0,100
8423765,686410,3400,2.47,0.0,0.0,100
8423765,686410,3408,2.47,0.0,0.0,100
8423765,686410,3416,2.47,0.0,0.0,100
8423765,686410,3424,2.47,0.0,0.0,100
8423765,686410,3432,2.47,0.0,0.0,100
8423765,686410,3440,2.47,0.0,0.0,100
